ID,Date,Time,Latitude,Longitude
TMC13,9/24/2015,2:00:00,-34.11952,18.405583
TMC13,9/24/2015,5:00:00,-34.119768,18.40574
TMC13,9/24/2015,8:00:00,-34.119722,18.405682
TMC13,9/24/2015,11:00:00,-34.119722,18.405837
TMC13,9/24/2015,14:00:00,-34.118978,18.40454
TMC13,9/24/2015,17:00:00,-34.118417,18.410383
TMC13,9/24/2015,20:00:00,-34.117605,18.409707
TMC13,9/24/2015,23:00:00,-34.118342,18.410117
TMC13,9/25/2015,2:00:00,-34.117987,18.410085
TMC13,9/25/2015,5:00:00,-34.118187,18.410258
TMC13,9/25/2015,8:00:00,-34.11832,18.410363
TMC13,9/25/2015,11:00:00,-34.118338,18.410767
TMC13,9/25/2015,14:00:00,-34.117557,18.408177
TMC13,9/25/2015,17:00:00,-34.11734,18.405582
TMC13,9/25/2015,20:00:00,-34.11707,18.4056
TMC13,9/25/2015,23:00:00,-34.118202,18.410223
TMC13,9/26/2015,2:00:00,-34.118207,18.410252
TMC13,9/26/2015,5:00:00,-34.118455,18.41036
TMC13,9/26/2015,8:00:00,-34.118398,18.410237
TMC13,9/26/2015,11:00:00,-34.118295,18.410452
TMC13,9/26/2015,14:00:00,-34.118472,18.412367
TMC13,9/26/2015,17:00:00,-34.123552,18.42199
TMC13,9/26/2015,20:00:00,-34.12124,18.421198
TMC13,9/26/2015,23:00:00,-34.123093,18.427197
TMC13,9/27/2015,2:00:00,-34.121187,18.423195
TMC13,9/27/2015,5:00:00,-34.118307,18.41025
TMC13,9/27/2015,8:00:00,-34.118203,18.410193
TMC13,9/27/2015,11:00:00,-34.117952,18.410497
TMC13,9/27/2015,14:00:00,-34.118272,18.41293
TMC13,9/27/2015,17:00:00,-34.121983,18.418418
TMC13,9/27/2015,20:00:00,-34.118723,18.413592
TMC13,9/27/2015,23:00:00,-34.118702,18.409898
TMC13,9/28/2015,2:00:00,-34.11801,18.40985
TMC13,9/28/2015,5:00:00,-34.118492,18.41029
TMC13,9/28/2015,8:00:00,-34.118203,18.410238
TMC13,9/28/2015,11:00:00,-34.118018,18.410298
TMC13,9/28/2015,14:00:00,-34.116623,18.411588
TMC13,9/28/2015,17:00:00,-34.109973,18.404737
TMC13,9/28/2015,20:00:00,-34.108805,18.404603
TMC13,9/28/2015,23:00:00,-34.104777,18.402568
TMC13,9/29/2015,2:00:00,-34.122328,18.424728
TMC13,9/29/2015,5:00:00,-34.11989,18.421722
TMC13,9/29/2015,8:00:00,-34.115568,18.411823
TMC13,9/29/2015,11:00:00,-34.117952,18.41055
TMC13,9/29/2015,14:00:00,-34.118235,18.410253
TMC13,9/29/2015,17:00:00,-34.118278,18.410228
TMC13,9/29/2015,20:00:00,-34.118322,18.410477
TMC13,9/29/2015,23:00:00,-34.118178,18.410205
TMC13,9/30/2015,2:00:00,-34.11808,18.410137
TMC13,9/30/2015,5:00:00,-34.118115,18.410418
TMC13,9/30/2015,8:00:00,-34.119162,18.409947
TMC13,9/30/2015,11:00:00,-34.119188,18.407392
TMC13,9/30/2015,14:00:00,-34.120737,18.4074
TMC13,9/30/2015,17:00:00,-34.125003,18.402722
TMC13,9/30/2015,20:00:00,-34.127822,18.408747
TMC13,9/30/2015,23:00:00,-34.12646,18.408387
TMC13,10/1/2015,2:00:00,-34.124735,18.406975
TMC13,10/1/2015,5:00:00,-34.12649,18.40853
TMC13,10/1/2015,8:00:00,-34.118248,18.4106
TMC13,10/1/2015,11:00:00,-34.11771,18.41055
TMC13,10/1/2015,14:00:00,-34.122915,18.405987
TMC13,10/1/2015,17:00:00,-34.124692,18.40613
TMC13,10/1/2015,20:00:00,-34.128057,18.409703
TMC13,10/1/2015,23:00:00,-34.12675,18.411235
TMC13,10/2/2015,2:00:00,-34.126648,18.411282
TMC13,10/2/2015,5:00:00,-34.126797,18.411387
TMC13,10/2/2015,8:00:00,-34.118155,18.410232
TMC13,10/2/2015,11:00:00,-34.118007,18.413102
TMC13,10/2/2015,14:00:00,-34.11821,18.412888
TMC13,10/2/2015,17:00:00,-34.118177,18.410378
TMC13,10/2/2015,20:00:00,-34.118147,18.410253
TMC13,10/2/2015,23:00:00,-34.11829,18.410137
TMC13,10/3/2015,2:00:00,-34.11799,18.41006
TMC13,10/3/2015,5:00:00,-34.127087,18.411395
TMC13,10/3/2015,8:00:00,-34.122245,18.408658
