ID,Date,Time,Latitude,Longitude
TMC13,10/3/2015,11:00:00,-34.118225,18.410175
TMC13,10/3/2015,14:00:00,-34.118157,18.410667
TMC13,10/3/2015,17:00:00,-34.118118,18.410232
TMC13,10/3/2015,20:00:00,-34.118227,18.410188
TMC13,10/3/2015,23:00:00,-34.118213,18.410222
TMC13,10/4/2015,2:00:00,-34.117973,18.410152
TMC13,10/4/2015,5:00:00,-34.11814,18.410242
TMC13,10/4/2015,8:00:00,-34.118853,18.409247
TMC13,10/4/2015,11:00:00,-34.1191,18.409672
TMC13,10/4/2015,14:00:00,-34.11817,18.410305
TMC13,10/4/2015,17:00:00,-34.118368,18.410013
TMC13,10/4/2015,20:00:00,-34.118218,18.410267
TMC13,10/4/2015,23:00:00,-34.124782,18.406208
TMC13,10/5/2015,2:00:00,-34.124725,18.406193
TMC13,10/5/2015,5:00:00,-34.124662,18.406235
TMC13,10/5/2015,8:00:00,-34.124952,18.406313
TMC13,10/5/2015,11:00:00,-34.118195,18.410032
TMC13,10/5/2015,14:00:00,-34.118088,18.410347
TMC13,10/5/2015,17:00:00,-34.118183,18.41028
TMC13,10/5/2015,20:00:00,-34.118155,18.41039
TMC13,10/5/2015,23:00:00,-34.118472,18.41015
TMC13,10/6/2015,2:00:00,-34.119793,18.408503
TMC13,10/6/2015,5:00:00,-34.125668,18.405738
TMC13,10/6/2015,8:00:00,-34.12429,18.403432
TMC13,10/6/2015,11:00:00,-34.124013,18.402922
TMC13,10/6/2015,14:00:00,-34.12302,18.403103
TMC13,10/6/2015,17:00:00,-34.119613,18.408493
TMC13,10/6/2015,20:00:00,-34.11834,18.41051
TMC13,10/6/2015,23:00:00,-34.119523,18.408517
TMC13,10/7/2015,2:00:00,-34.127255,18.409642
TMC13,10/7/2015,5:00:00,-34.124783,18.402977
TMC13,10/7/2015,8:00:00,-34.123038,18.403225
TMC13,10/7/2015,11:00:00,-34.12186,18.40281
TMC13,10/7/2015,14:00:00,-34.121993,18.403157
TMC13,10/7/2015,17:00:00,-34.121842,18.40275
TMC13,10/7/2015,20:00:00,-34.118225,18.410267
TMC13,10/8/2015,2:00:00,-34.118368,18.409955
TMC13,10/8/2015,5:00:00,-34.118187,18.410283
TMC13,10/8/2015,8:00:00,-34.11817,18.410225
TMC13,10/8/2015,11:00:00,-34.117675,18.407823
TMC13,10/8/2015,14:00:00,-34.117373,18.40753
TMC13,10/8/2015,17:00:00,-34.115,18.402192
TMC13,10/8/2015,20:00:00,-34.115253,18.402687
TMC13,10/8/2015,23:00:00,-34.115088,18.402582
TMC13,10/9/2015,2:00:00,-34.118433,18.41001
TMC13,10/9/2015,5:00:00,-34.118128,18.410252
TMC13,10/9/2015,8:00:00,-34.118298,18.41009
TMC13,10/9/2015,11:00:00,-34.113328,18.408203
TMC13,10/9/2015,14:00:00,-34.113292,18.408358
TMC13,10/9/2015,17:00:00,-34.111028,18.406127
TMC13,10/9/2015,20:00:00,-34.116032,18.413182
TMC13,10/9/2015,23:00:00,-34.117088,18.411018
TMC13,10/10/2015,2:00:00,-34.11708,18.410933
TMC13,10/10/2015,5:00:00,-34.117002,18.411222
TMC13,10/10/2015,8:00:00,-34.11706,18.411153
TMC13,10/10/2015,11:00:00,-34.122288,18.420328
TMC13,10/10/2015,14:00:00,-34.123277,18.421765
TMC13,10/10/2015,17:00:00,-34.125405,18.425132
TMC13,10/10/2015,20:00:00,-34.123845,18.424702
TMC13,10/10/2015,23:00:00,-34.120265,18.416998
TMC13,10/11/2015,2:00:00,-34.117082,18.410965
TMC13,10/11/2015,5:00:00,-34.117048,18.410997
TMC13,10/11/2015,8:00:00,-34.114012,18.409515
TMC13,10/11/2015,11:00:00,-34.113788,18.409562
TMC13,10/11/2015,14:00:00,-34.116093,18.412977
TMC13,10/11/2015,17:00:00,-34.116552,18.415097
TMC13,10/11/2015,20:00:00,-34.115462,18.41039
TMC13,10/11/2015,23:00:00,-34.117042,18.410995
TMC13,10/12/2015,2:00:00,-34.117132,18.410838
TMC13,10/12/2015,5:00:00,-34.117077,18.411005
TMC13,10/12/2015,8:00:00,-34.117073,18.410948
TMC13,10/12/2015,14:00:00,-34.127395,18.42098
TMC13,10/12/2015,17:00:00,-34.123117,18.420935
TMC13,10/12/2015,20:00:00,-34.123103,18.420923
TMC13,10/12/2015,23:00:00,-34.123348,18.421402
TMC13,10/13/2015,2:00:00,-34.123515,18.422103
TMC13,10/13/2015,5:00:00,-34.123618,18.422113
TMC13,10/13/2015,8:00:00,-34.125638,18.42499
TMC13,10/13/2015,11:00:00,-34.12611,18.424652
TMC13,10/13/2015,14:00:00,-34.125993,18.42491
TMC13,10/13/2015,17:00:00,-34.12586,18.425098
TMC13,10/13/2015,20:00:00,-34.125692,18.424963
TMC13,10/13/2015,23:00:00,-34.123655,18.423193
TMC13,10/14/2015,2:00:00,-34.1171,18.411015
TMC13,10/14/2015,5:00:00,-34.11704,18.411
TMC13,10/14/2015,8:00:00,-34.1106,18.408265
TMC13,10/14/2015,11:00:00,-34.116942,18.418347
TMC13,10/14/2015,14:00:00,-34.119,18.419775
TMC13,10/14/2015,17:00:00,-34.121175,18.424688
TMC13,10/14/2015,20:00:00,-34.122997,18.424433
TMC13,10/14/2015,23:00:00,-34.105847,18.41818
TMC13,10/15/2015,2:00:00,-34.105868,18.415483
TMC13,10/15/2015,5:00:00,-34.105755,18.415622
TMC13,10/15/2015,8:00:00,-34.1117,18.410732
TMC13,10/15/2015,11:00:00,-34.10727,18.408085
TMC13,10/15/2015,14:00:00,-34.1081,18.407403
TMC13,10/15/2015,17:00:00,-34.107128,18.408468
TMC13,10/15/2015,20:00:00,-34.106985,18.407192
TMC13,10/15/2015,23:00:00,-34.107452,18.407395
TMC13,10/16/2015,2:00:00,-34.10573,18.41562
TMC13,10/16/2015,5:00:00,-34.117062,18.411008
TMC13,10/16/2015,8:00:00,-34.117097,18.410778
TMC13,10/16/2015,11:00:00,-34.11728,18.410585
TMC13,10/16/2015,14:00:00,-34.117457,18.41232
TMC13,10/16/2015,17:00:00,-34.117203,18.413228
TMC13,10/16/2015,20:00:00,-34.117072,18.410953
TMC13,10/16/2015,23:00:00,-34.128108,18.410238
TMC13,10/17/2015,2:00:00,-34.125775,18.40645
TMC13,10/17/2015,5:00:00,-34.123527,18.40575
TMC13,10/17/2015,8:00:00,-34.12325,18.406893
TMC13,10/17/2015,11:00:00,-34.124798,18.403427
TMC13,10/17/2015,14:00:00,-34.124273,18.403543
TMC13,10/17/2015,17:00:00,-34.12105,18.406447
TMC13,10/17/2015,20:00:00,-34.11718,18.410872
TMC13,10/17/2015,23:00:00,-34.117045,18.411115
TMC13,10/18/2015,2:00:00,-34.117197,18.410905
TMC13,10/18/2015,5:00:00,-34.116988,18.411125
TMC13,10/18/2015,8:00:00,-34.117992,18.412773
TMC13,10/18/2015,11:00:00,-34.12233,18.420037
TMC13,10/18/2015,14:00:00,-34.126707,18.426798
TMC13,10/18/2015,17:00:00,-34.126845,18.428035
TMC13,10/18/2015,20:00:00,-34.1266,18.427705
TMC13,10/18/2015,23:00:00,-34.126623,18.427885
TMC13,10/19/2015,2:00:00,-34.126815,18.427717
TMC13,10/19/2015,5:00:00,-34.12176,18.418612
TMC13,10/19/2015,8:00:00,-34.117055,18.411122
TMC13,10/19/2015,11:00:00,-34.117102,18.41089
TMC13,10/19/2015,14:00:00,-34.11709,18.411052
TMC13,10/19/2015,17:00:00,-34.117153,18.410893
TMC13,10/19/2015,20:00:00,-34.121937,18.42081
TMC13,10/19/2015,23:00:00,-34.125102,18.429352
TMC13,10/20/2015,2:00:00,-34.125882,18.427215
TMC13,10/20/2015,5:00:00,-34.124448,18.424237
TMC13,10/20/2015,8:00:00,-34.124342,18.423567
TMC13,10/20/2015,11:00:00,-34.118578,18.414128
TMC13,10/20/2015,14:00:00,-34.116985,18.411032
TMC13,10/20/2015,17:00:00,-34.117365,18.410972
TMC13,10/20/2015,20:00:00,-34.117343,18.41105
TMC13,10/20/2015,23:00:00,-34.117108,18.411072
TMC13,10/21/2015,2:00:00,-34.117358,18.410912
TMC13,10/21/2015,5:00:00,-34.119695,18.408165
TMC13,10/21/2015,8:00:00,-34.124293,18.402987
TMC13,10/21/2015,11:00:00,-34.124318,18.409172
TMC13,10/21/2015,14:00:00,-34.125178,18.408257
TMC13,10/21/2015,17:00:00,-34.124813,18.408847
TMC13,10/21/2015,20:00:00,-34.12603,18.411825
TMC13,10/21/2015,23:00:00,-34.12462,18.408872
TMC13,10/22/2015,2:00:00,-34.1248,18.408698
TMC13,10/22/2015,5:00:00,-34.125008,18.408657
TMC13,10/22/2015,8:00:00,-34.117618,18.411255
TMC13,10/22/2015,11:00:00,-34.11706,18.410875
TMC13,10/22/2015,17:00:00,-34.116627,18.41062
TMC13,10/22/2015,20:00:00,-34.117105,18.410992
TMC13,10/22/2015,23:00:00,-34.117057,18.411065
TMC13,10/23/2015,2:00:00,-34.117555,18.410945
TMC13,10/23/2015,5:00:00,-34.117983,18.410977
TMC13,10/23/2015,8:00:00,-34.116618,18.414253
TMC13,10/23/2015,11:00:00,-34.111073,18.410828
TMC13,10/23/2015,14:00:00,-34.112265,18.407132
TMC13,10/23/2015,17:00:00,-34.11718,18.410963
TMC13,10/23/2015,20:00:00,-34.117062,18.410875
TMC13,10/23/2015,23:00:00,-34.117093,18.410983
TMC13,10/24/2015,2:00:00,-34.127085,18.408977
TMC13,10/24/2015,5:00:00,-34.125182,18.402683
TMC13,10/24/2015,8:00:00,-34.12431,18.40563
TMC13,10/24/2015,11:00:00,-34.1249,18.403177
TMC13,10/24/2015,14:00:00,-34.119808,18.407283
TMC13,10/24/2015,17:00:00,-34.11667,18.411427
TMC13,10/24/2015,20:00:00,-34.116953,18.410555
TMC13,10/25/2015,2:00:00,-34.11974,18.420498
TMC13,10/25/2015,5:00:00,-34.119562,18.421202
TMC13,10/25/2015,8:00:00,-34.116438,18.411267
TMC13,10/25/2015,14:00:00,-34.117198,18.410917
TMC13,10/25/2015,17:00:00,-34.117415,18.410718
TMC13,10/25/2015,20:00:00,-34.11711,18.41101
TMC13,10/25/2015,23:00:00,-34.117142,18.410922
TMC13,10/26/2015,2:00:00,-34.116515,18.412685
TMC13,10/26/2015,5:00:00,-34.124892,18.429785
TMC13,10/26/2015,8:00:00,-34.125963,18.429098
TMC13,10/26/2015,11:00:00,-34.125857,18.428975
TMC13,10/26/2015,14:00:00,-34.126045,18.42889
TMC13,10/26/2015,17:00:00,-34.125993,18.428892
TMC13,10/26/2015,20:00:00,-34.125878,18.428943
TMC13,10/26/2015,23:00:00,-34.12685,18.42817
TMC13,10/27/2015,2:00:00,-34.12607,18.42919
TMC13,10/27/2015,5:00:00,-34.117227,18.41097
TMC13,10/27/2015,8:00:00,-34.117,18.411148
TMC13,10/27/2015,14:00:00,-34.11694,18.411457
TMC13,10/27/2015,17:00:00,-34.117103,18.411055
TMC13,10/27/2015,20:00:00,-34.117102,18.411015
TMC13,10/27/2015,23:00:00,-34.116885,18.410982
TMC13,10/28/2015,2:00:00,-34.117028,18.411087
TMC13,10/28/2015,5:00:00,-34.11675,18.411425
TMC13,10/28/2015,8:00:00,-34.109957,18.405095
TMC13,10/28/2015,11:00:00,-34.10881,18.401667
TMC13,10/28/2015,14:00:00,-34.107962,18.4068
TMC13,10/28/2015,17:00:00,-34.110177,18.406363
TMC13,10/28/2015,20:00:00,-34.117222,18.410843
TMC13,10/28/2015,23:00:00,-34.116968,18.410933
TMC13,10/29/2015,2:00:00,-34.11703,18.41106
TMC13,10/29/2015,5:00:00,-34.11743,18.410787
TMC13,10/29/2015,8:00:00,-34.117202,18.411512
TMC13,10/29/2015,11:00:00,-34.119783,18.417903
TMC13,10/29/2015,14:00:00,-34.120492,18.419053
TMC13,10/29/2015,17:00:00,-34.123788,18.421773
TMC13,10/29/2015,20:00:00,-34.11713,18.410688
TMC13,10/29/2015,23:00:00,-34.117068,18.411037
TMC13,10/30/2015,2:00:00,-34.117018,18.411137
TMC13,10/30/2015,5:00:00,-34.116543,18.414137
TMC13,10/30/2015,8:00:00,-34.121752,18.425963
TMC13,10/30/2015,11:00:00,-34.12195,18.43344
TMC13,10/30/2015,14:00:00,-34.119723,18.422263
TMC13,10/30/2015,17:00:00,-34.12125,18.424833
TMC13,10/30/2015,20:00:00,-34.12096,18.424023
TMC13,10/30/2015,23:00:00,-34.116935,18.411098
TMC13,10/31/2015,2:00:00,-34.117063,18.411087
TMC13,10/31/2015,5:00:00,-34.116983,18.411067
TMC13,10/31/2015,8:00:00,-34.117038,18.411088
TMC13,10/31/2015,11:00:00,-34.117705,18.417527
TMC13,10/31/2015,14:00:00,-34.119807,18.421937
TMC13,10/31/2015,17:00:00,-34.119307,18.42192
TMC13,10/31/2015,20:00:00,-34.119482,18.421973
TMC13,10/31/2015,23:00:00,-34.116948,18.41101
TMC13,11/1/2015,2:00:00,-34.119525,18.42206
TMC13,11/1/2015,5:00:00,-34.119252,18.4222
TMC13,11/1/2015,8:00:00,-34.119515,18.422208
TMC13,11/1/2015,11:00:00,-34.119413,18.421985
TMC13,11/1/2015,14:00:00,-34.116985,18.411045
TMC13,11/1/2015,17:00:00,-34.11722,18.411053
TMC13,11/1/2015,20:00:00,-34.117193,18.410938
TMC13,11/1/2015,23:00:00,-34.116843,18.410983
TMC13,11/2/2015,2:00:00,-34.117317,18.411193
TMC13,11/2/2015,5:00:00,-34.117017,18.411167
TMC13,11/2/2015,8:00:00,-34.118925,18.41781
TMC13,11/2/2015,11:00:00,-34.119035,18.418193
TMC13,11/2/2015,14:00:00,-34.117422,18.411443
TMC13,11/2/2015,17:00:00,-34.117295,18.411148
TMC13,11/2/2015,20:00:00,-34.117223,18.411112
TMC13,11/2/2015,23:00:00,-34.11662,18.410915
TMC13,11/3/2015,2:00:00,-34.117005,18.411072
TMC13,11/3/2015,5:00:00,-34.117058,18.411023
TMC13,11/3/2015,8:00:00,-34.111103,18.410012
TMC13,11/3/2015,11:00:00,-34.117675,18.41147
TMC13,11/3/2015,14:00:00,-34.117022,18.411067
TMC13,11/3/2015,17:00:00,-34.122048,18.420812
TMC13,11/3/2015,20:00:00,-34.121945,18.420843
TMC13,11/3/2015,23:00:00,-34.125813,18.4271
TMC13,11/4/2015,2:00:00,-34.12092,18.424638
TMC13,11/4/2015,5:00:00,-34.117015,18.411053
TMC13,11/4/2015,8:00:00,-34.117,18.410935
TMC13,11/4/2015,11:00:00,-34.117067,18.411082
TMC13,11/4/2015,14:00:00,-34.110978,18.407672
TMC13,11/4/2015,17:00:00,-34.115633,18.421825
TMC13,11/4/2015,20:00:00,-34.120242,18.42288
TMC13,11/4/2015,23:00:00,-34.12228,18.421515
TMC13,11/5/2015,2:00:00,-34.117155,18.411047
TMC13,11/5/2015,5:00:00,-34.117245,18.411468
TMC13,11/5/2015,8:00:00,-34.106065,18.40825
TMC13,11/5/2015,11:00:00,-34.107387,18.40974
TMC13,11/5/2015,14:00:00,-34.107267,18.409512
TMC13,11/5/2015,17:00:00,-34.10725,18.409303
TMC13,11/5/2015,20:00:00,-34.117365,18.410715
